语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_04244,微笑,自信的表现,表现,微笑,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04245,democracy,科学,科学,democracy,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04246,science,民主,民主,science,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04247,爱情,奢侈品,奢侈品,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04248,LV,生活必需品,必需品,LV,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04249,B,Birth,Birth,B,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04250,D,Death,Death,D,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04251,C,Choice,Choice,C,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04252,机场,T台,T台,机场,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04253,Tina,笨蛋,笨蛋,Tina,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04254,momo,小毛孩子,孩子,momo,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04255,iPhone,最大的获利王,王,iPhone,HM,人体,OB,物体,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04256,nike,对号,对号,nike,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04257,阿迪,三道杠,杠,阿迪,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04258,11.22,射手,射手,22,NT,自然,TM,时间,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04259,嫁郎不嫁GWY,真理,真理,GWY,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04260,人体90%,细菌,细菌,人体,LV,生命,BD,建筑,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04261,IT,高危行业,行业,IT,SC,社会,AB,抽象,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04262,HE,梦幻,梦幻,HE,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04263,libra,天平,天平,libra,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04264,网贴90%,真,真,网贴,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04265,GD,BIGBANG里腰力最好的男人,男人,GD,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04266,狗,畜牲,畜牲,狗,LV,生命,LV,生命,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04267,2011耶路撒冷UFO,昴宿星人的飞船,飞船,UFO,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04268,ot,笨蛋,笨蛋,ot,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04269,GDP的70%,钢筋水泥,水泥,GDP,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04270,Scar,新一代步枪的典范,典范,Scar,AB,抽象,WR,战争,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04271,利益最大化,核心价值观,价值观,利益,TH,思维,TH,思维,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04272,M,醋厂,醋厂,M,SP,空间,HM,人体,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04273,shopping,最好的发泄,发泄,shopping,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04274,辉煌过后,虚无,虚无,辉煌,AB,抽象,TM,时间,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04275,TONY,可爱,可爱,Y,ST,结构,HM,人体,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04276,LP,GP的真谛,真谛,LP,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04277,CNN,死不悔改的一个范例,范例,CNN,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04278,JYP,泡菜国爱豆界的黄埔军校,校,P,SP,空间,SC,社会,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04279,LV；爱情,必需品；奢侈品,必需品,爱情,OB,物体,OB,物体,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04280,TD,国家战略,战略,TD,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04281,大PP,财运旺,财运,大PP,ST,结构,BD,建筑,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04282,东方神起和JYJ,卫生巾,卫生巾,JYJ,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04283,他们,17世纪的残存者,残存者,他们,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04284,高贵的夫人,死神呀,死神,夫人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04285,更多的,靠勇敢而不是智慧,智慧,的,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04286,5月份,一年之中最好的时光,时光,5月份,TM,时间,TM,时间,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04287,理智,世间所有知识泉源,泉源,理智,NT,自然,TH,思维,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04288,所有事物,流动的,流动,事物,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04289,暖暖,赏心苑的功臣,功臣,暖暖,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04290,人活着,终归是要死,死,人,EV,事件,HM,人体,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04291,他,维利亚康纳霍斯的叭喇狗,狗,他,LV,生命,HM,人体,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04292,**表语** (predicate): 一块令人恶心的绊脚石,未标注表语,标注,绊脚石,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04293,BUG,彩蛋,彩蛋,BUG,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04294,爱情,奢侈品,奢侈品,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04295,小O,小B的命中克星,克星,小O,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04296,Ann,小狮子的N克拉钻,N克拉钻,Ann,OB,物体,HM,人体,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04297,伟大,熬出来的,熬,伟大,EV,事件,ST,结构,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04298,年龄,浮云,浮云,年龄,NT,自然,TM,时间,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04299,B,Bicycle,Bicycle,B,TR,交通,AB,抽象,2,具体→抽象,41,0.5276,,,,,,,0.211,,0.1161,1
xb_04300,HTC,吉利,吉利,HTC,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04301,云吞,饺子,饺子,云吞,FD,食物,FD,食物,1,具体→具体,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_04302,西门子,悍马,悍马,西门子,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04303,blabla,世界上最傻逼矫情无耻的忽悠,忽悠,blabla,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04304,你,湖人,湖人,你,SC,社会,HM,人体,4,抽象→具体,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04305,疼,幻觉,幻觉,疼,TH,思维,SN,感知,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04306,SimonPegg,亮点,亮点,SimonPegg,AB,抽象,HM,人体,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04307,BB,可怕的自作聪明,自作聪明,BB,TH,思维,HM,人体,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04308,70%,垃圾,垃圾,70%,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04309,80%,竹竿,竹竿,80%,NT,自然,AB,抽象,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04310,孟Y,最小也是最大,大,孟Y,ST,结构,HM,人体,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04311,发展GDP,硬道理,道理,GDP,TH,思维,TH,思维,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04312,这,it人的耻辱,耻辱,这,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04313,shi,硬道理,道理,shi,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04314,这句话,真理,真理,话,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04315,我的3D,病毒,病毒,3D,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04316,GODIVA,最好的圣诞礼物,礼物,IVA,OB,物体,FD,食物,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04317,75B,最好的,最好,B,ST,结构,BD,建筑,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04318,Reeder,最好的,最好,Reeder,ST,结构,OB,物体,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04319,关注了再删,伤感情了,感情,关注,EM,情感,EV,事件,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04320,这个销魂的小PG,轻松熊,熊,小PG,OB,物体,BD,建筑,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04321,城墙、国王,物理、权,权,国王,TH,思维,OB,物体,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04322,Gcd,人民的保护神,保护神,Gcd,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04323,DINGDING,土豪,土豪,G,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04324,爱情,生活必需品,必需品,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04325,你妈的B,骂人的,骂人,B,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04326,失恋,种放大的情绪,情绪,失恋,EM,情感,EM,情感,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04327,TT,高音皇后,皇后,TT,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04328,世界,苍老,苍老,世界,ST,结构,SP,空间,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04329,国人,罪人,罪人,国人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04330,男人没钱,垃圾,垃圾,男人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04331,Sadie,人民公敌,人民,Sadie,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04332,他人,地狱,地狱,他人,SP,空间,HM,人体,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04333,SUJU,傻帽亲爹,亲爹,SUJU,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04334,Bmw,好车,好车,Bmw,TR,交通,TR,交通,1,具体→具体,41,0.5276,,,,,,,0.211,,0.1161,1
xb_04335,CNBLUE,用汗水组成的,汗水,CNBLUE,BD,建筑,SC,社会,2,具体→抽象,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_04336,人,信息,信息,人,AB,抽象,HM,人体,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04337,pc,卡车,卡车,pc,TR,交通,OB,物体,1,具体→具体,41,0.5276,,,,,,,0.211,,0.1161,1
xb_04338,百威,寂寞的伴侣,伴侣,百威,HM,人体,FD,食物,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04339,沟通70%,情绪,情绪,沟通,EM,情感,EV,事件,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04340,GOOGLE,最好的专家,专家,GOOGLE,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04341,贺兄的镜头,历史,历史,镜头,TM,时间,OB,物体,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04342,世界,苍老,苍老,世界,ST,结构,SP,空间,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04343,L,人生赢家,赢家,L,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04344,Northener,粗鲁,粗鲁,Northener,ST,结构,SC,社会,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04345,执行力,竞争力,竞争力,执行力,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04346,不已XX为目的的抱养,耍流氓,耍流氓,抱养,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04347,战争,正义,正义,战争,MR,机器,EV,事件,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04348,我,神人,神人,我,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04349,BRS,人类最后的希望,希望,BRS,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04350,writing,短板,短板,writing,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04351,积攒的RP,时候,时候,RP,TM,时间,AB,抽象,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04352,现实,弯路,弯路,现实,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04353,新闻的本质,真实,真实,本质,ST,结构,TH,思维,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04354,吾,真理,真理,吾,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04355,求官六字真言,空贡冲捧恐送,恐送,求官,EV,事件,TH,思维,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04356,PMI,宏观经济重要先行指标,指标,PMI,TH,思维,TH,思维,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04357,现实,一场游戏,游戏,现实,EV,事件,AB,抽象,2,具体→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04358,国人,罪人,罪人,国人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04359,有气质的淑女,低调,低调,淑女,ST,结构,HM,人体,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04360,微信对QQ,补充,补充,QQ,AB,抽象,OB,物体,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04361,天命,星运,星运,天命,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04362,无我,无苦,无苦,无我,EM,情感,TH,思维,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04363,twitter,敏感词,词,twitter,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04364,CBD,朝阳重点发展的功能区,功能区,CBD,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04365,2,EQ问题,问题,2,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04366,最大的JQ,蛇妖跟野也,蛇妖,JQ,HM,人体,EM,情感,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04367,KK,地沟油,沟油,KK,OB,物体,HM,人体,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04368,雇主,投资者,投资者,雇主,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04369,爱情+LV,奢侈品+生活品,生活品,LV,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04370,Dota,小三,小三,Dot,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04371,husband+wife,u+i,i,wife,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04372,2B,铅笔,铅笔,2B,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04373,A+B+C+D,本质+核心+根本+重中之重,根本,D,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04374,LBS,地理位置服务,位置,LBS,SC,社会,AB,抽象,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04375,18K,纯度约为75%的黄金,黄金,18K,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04376,龙头帮+KC,物理攻击+精神攻击,攻击,KC,EV,事件,SC,社会,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04377,B,一样的B,B,B,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04378,大学,社会,社会,大学,SC,社会,SC,社会,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04379,A与B,夫妻,夫妻,B,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04380,S和M,對立的,的,S和M,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04381,DOTA,正房,正房,DOTA,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04382,ZF,国家的载体,载体,ZF,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04383,BMWM,宝马高性能车型代号,代号,BMWM,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04384,XY,世界上最能代表幸福的字母,字母,XY,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04385,VC,风险资金,资金,VC,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04386,CL,淡定,淡定,CL,ST,结构,HM,人体,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04387,SJ,真的很暖的團體,團體,SJ,SC,社会,SC,社会,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04388,ASOBIO,深海里的鲨鱼,鲨鱼,ASOBIO,LV,生命,OB,物体,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04389,处女座男,傻缺,傻缺,男,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04390,HTC,火腿肠,火腿肠,HTC,FD,食物,OB,物体,1,具体→具体,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_04391,现实,幻象,幻象,现实,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04392,活力,年轻,年轻,活力,ST,结构,ST,结构,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04393,他人,地狱,地狱,他人,SP,空间,HM,人体,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04394,福利,特权,特权,福利,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04395,秩序,稳定,稳定,秩序,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04396,产品,人品,人品,产品,MR,机器,OB,物体,4,抽象→具体,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04397,媒体,真相,真相,媒体,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04398,chrome,最好的浏览器,浏览器,chrome,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04399,SJBCJ,王道,王道,SJBC,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04400,TMA,神,神,TMA,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04401,GC,高潮,高潮,GC,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04402,Lu,马,马,Lu,LV,生命,AB,抽象,4,抽象→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04403,1-2%/3-5%/5%以上,普通跌幅/文艺跌幅/2B跌幅,文艺,1-2,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04404,男人没钱,垃圾,垃圾,男人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04405,iPhone,穷B用的,穷B,iPhone,HM,人体,OB,物体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04406,iPhone4S,奢侈品,奢侈品,iPhone4,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04407,SSD,王道,王道,D,TH,思维,OB,物体,2,具体→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04408,Y,世界上最能代表幸福的字母,字母,Y,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04409,X,世界上最能代表悲伤的字母,字母,X,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04410,大D,战斗机,战斗机,大D,TR,交通,AB,抽象,4,抽象→具体,41,0.5276,,,,,,,0.211,,0.1161,1
xb_04411,把聊天记录写出来的,坏人,坏人,记录,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04412,英国除了伦敦其他,村儿,村儿,英国,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04413,法律,公正,公正,法律,MR,机器,SC,社会,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04414,wife,i,i,wife,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04415,这,青年敬老院,敬老院,这,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04416,dota,神器,神器,dota,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04417,C,弱势群体,群体,C,HM,人体,SC,社会,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04418,眼睛,ACDSee+PS,PS,眼睛,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04419,HTC,垃圾,垃圾,HTC,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04420,声音,杀器,杀器,声音,WR,战争,SN,感知,4,抽象→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_04421,GAGA,美人,美人,GAGA,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04422,B,噩梦,噩梦,B,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04423,CJT,初二的败类,败类,CJT,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04424,onisa,姐姐,姐姐,onis,HM,人体,AB,抽象,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04425,最右,恐怖组织,组织,最右,SC,社会,AB,抽象,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04426,沟通70%,情绪,情绪,沟通,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04427,记单词,王道,王道,词,TH,思维,EV,事件,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04428,S,正直帅,直帅,S,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04429,女人最好的BAR,男人的手,手,BAR,BD,建筑,AB,抽象,4,抽象→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_04430,Dora,豆沙饼,饼,Dora,FD,食物,HM,人体,1,具体→具体,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_04431,他人,地狱,地狱,他人,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04432,商场,战场,战场,商场,SP,空间,SC,社会,4,抽象→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04433,10M,米老鼠,米老鼠,M,HM,人体,AB,抽象,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04434,你的MJ,Michael Jackson,Jackson,MJ,HM,人体,AB,抽象,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04435,篮协,公共厕所,厕所,篮协,SP,空间,SC,社会,4,抽象→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04436,B,绝对主角,主角,B,HM,人体,AB,抽象,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04437,灵魂,自由,自由,灵魂,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04438,爱,力量,力量,爱,AB,抽象,EM,情感,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
